date,label
2023-05-15,"Negative: 0, Neutral: 0, Positive: 88"
2023-05-14,"Negative: 0, Neutral: 0, Positive: 37"
2023-05-13,"Negative: 0, Neutral: 0, Positive: 27"
2023-05-12,"Negative: 1, Neutral: 0, Positive: 66"
2023-05-11,"Negative: 0, Neutral: 0, Positive: 90"
2023-05-10,"Negative: 0, Neutral: 0, Positive: 85"
2023-05-09,"Negative: 0, Neutral: 0, Positive: 96"
2023-05-08,"Negative: 0, Neutral: 0, Positive: 97"
2023-05-07,"Negative: 0, Neutral: 0, Positive: 33"
2023-05-06,"Negative: 0, Neutral: 0, Positive: 28"
2023-05-05,"Negative: 0, Neutral: 0, Positive: 79"
2023-05-04,"Negative: 0, Neutral: 0, Positive: 101"
2023-05-03,"Negative: 0, Neutral: 0, Positive: 79"
2023-05-02,"Negative: 1, Neutral: 0, Positive: 89"
2023-05-01,"Negative: 0, Neutral: 0, Positive: 73"
2023-04-30,"Negative: 0, Neutral: 0, Positive: 34"
2023-04-29,"Negative: 1, Neutral: 0, Positive: 42"
2023-04-28,"Negative: 0, Neutral: 0, Positive: 83"
2023-04-27,"Negative: 0, Neutral: 0, Positive: 86"
2023-04-26,"Negative: 0, Neutral: 0, Positive: 102"
2023-04-25,"Negative: 0, Neutral: 0, Positive: 85"
2023-04-24,"Negative: 0, Neutral: 0, Positive: 76"
2023-04-23,"Negative: 2, Neutral: 0, Positive: 36"
2023-04-22,"Negative: 1, Neutral: 0, Positive: 43"
2023-04-21,"Negative: 1, Neutral: 0, Positive: 90"
2023-04-20,"Negative: 0, Neutral: 0, Positive: 86"
2023-04-19,"Negative: 0, Neutral: 0, Positive: 97"
2023-04-18,"Negative: 0, Neutral: 0, Positive: 132"
2023-04-17,"Negative: 0, Neutral: 0, Positive: 84"
2023-04-16,"Negative: 0, Neutral: 0, Positive: 39"
2023-04-15,"Negative: 0, Neutral: 0, Positive: 57"
2023-04-14,"Negative: 0, Neutral: 0, Positive: 90"
2023-04-13,"Negative: 0, Neutral: 0, Positive: 97"
2023-04-12,"Negative: 0, Neutral: 0, Positive: 107"
2023-04-11,"Negative: 0, Neutral: 0, Positive: 146"
2023-04-10,"Negative: 1, Neutral: 0, Positive: 94"
2023-04-09,"Negative: 0, Neutral: 0, Positive: 38"
2023-04-08,"Negative: 0, Neutral: 0, Positive: 42"
2023-04-07,"Negative: 1, Neutral: 0, Positive: 93"
2023-04-06,"Negative: 0, Neutral: 0, Positive: 88"
2023-04-05,"Negative: 0, Neutral: 0, Positive: 118"
2023-04-04,"Negative: 1, Neutral: 0, Positive: 85"
2023-04-03,"Negative: 0, Neutral: 0, Positive: 73"
2023-04-02,"Negative: 0, Neutral: 0, Positive: 50"
2023-04-01,"Negative: 0, Neutral: 0, Positive: 59"
2023-03-31,"Negative: 0, Neutral: 0, Positive: 106"
2023-03-30,"Negative: 0, Neutral: 0, Positive: 101"
2023-03-29,"Negative: 0, Neutral: 0, Positive: 106"
2023-03-28,"Negative: 0, Neutral: 0, Positive: 71"
2023-03-27,"Negative: 0, Neutral: 0, Positive: 102"
2023-03-26,"Negative: 0, Neutral: 0, Positive: 48"
2023-03-25,"Negative: 1, Neutral: 0, Positive: 57"
2023-03-24,"Negative: 0, Neutral: 0, Positive: 102"
2023-03-23,"Negative: 0, Neutral: 0, Positive: 112"
2023-03-22,"Negative: 0, Neutral: 0, Positive: 135"
2023-03-21,"Negative: 0, Neutral: 0, Positive: 123"
2023-03-20,"Negative: 0, Neutral: 0, Positive: 138"
2023-03-19,"Negative: 0, Neutral: 0, Positive: 95"
2023-03-18,"Negative: 0, Neutral: 0, Positive: 64"
2023-03-17,"Negative: 0, Neutral: 0, Positive: 163"
2023-03-16,"Negative: 0, Neutral: 0, Positive: 98"
2023-03-15,"Negative: 0, Neutral: 0, Positive: 111"
2023-03-14,"Negative: 0, Neutral: 0, Positive: 138"
2023-03-13,"Negative: 0, Neutral: 0, Positive: 157"
2023-03-12,"Negative: 0, Neutral: 0, Positive: 46"
2023-03-11,"Negative: 0, Neutral: 0, Positive: 59"
2023-03-10,"Negative: 0, Neutral: 0, Positive: 101"
2023-03-09,"Negative: 0, Neutral: 0, Positive: 100"
2023-03-08,"Negative: 0, Neutral: 0, Positive: 92"
2023-03-07,"Negative: 0, Neutral: 0, Positive: 102"
2023-03-06,"Negative: 0, Neutral: 0, Positive: 94"
2023-03-05,"Negative: 0, Neutral: 0, Positive: 48"
2023-03-04,"Negative: 0, Neutral: 0, Positive: 67"
2023-03-03,"Negative: 0, Neutral: 0, Positive: 92"
2023-03-02,"Negative: 1, Neutral: 0, Positive: 109"
2023-03-01,"Negative: 0, Neutral: 0, Positive: 104"
2023-02-28,"Negative: 0, Neutral: 0, Positive: 101"
2023-02-27,"Negative: 0, Neutral: 0, Positive: 84"
2023-02-26,"Negative: 0, Neutral: 0, Positive: 61"
2023-02-25,"Negative: 0, Neutral: 0, Positive: 49"
2023-02-24,"Negative: 0, Neutral: 0, Positive: 87"
2023-02-23,"Negative: 0, Neutral: 0, Positive: 93"
2023-02-22,"Negative: 0, Neutral: 0, Positive: 84"
2023-02-21,"Negative: 0, Neutral: 0, Positive: 96"
2023-02-20,"Negative: 2, Neutral: 0, Positive: 88"
2023-02-19,"Negative: 0, Neutral: 0, Positive: 62"
2023-02-18,"Negative: 0, Neutral: 0, Positive: 44"
2023-02-17,"Negative: 0, Neutral: 0, Positive: 95"
2023-02-16,"Negative: 0, Neutral: 0, Positive: 111"
2023-02-15,"Negative: 0, Neutral: 0, Positive: 127"
2023-02-14,"Negative: 0, Neutral: 0, Positive: 112"
2023-02-13,"Negative: 0, Neutral: 0, Positive: 87"
2023-02-12,"Negative: 0, Neutral: 0, Positive: 61"
2023-02-11,"Negative: 0, Neutral: 0, Positive: 65"
2023-02-10,"Negative: 0, Neutral: 0, Positive: 95"
2023-02-09,"Negative: 0, Neutral: 0, Positive: 106"
2023-02-08,"Negative: 1, Neutral: 0, Positive: 93"
2023-02-07,"Negative: 0, Neutral: 0, Positive: 75"
2023-02-06,"Negative: 0, Neutral: 0, Positive: 77"
2023-02-05,"Negative: 0, Neutral: 0, Positive: 44"
2023-02-04,"Negative: 0, Neutral: 0, Positive: 39"
2023-02-03,"Negative: 0, Neutral: 0, Positive: 91"
2023-02-02,"Negative: 0, Neutral: 0, Positive: 78"
2023-02-01,"Negative: 0, Neutral: 0, Positive: 107"
2023-01-31,"Negative: 0, Neutral: 0, Positive: 77"
2023-01-30,"Negative: 0, Neutral: 0, Positive: 100"
2023-01-29,"Negative: 0, Neutral: 0, Positive: 69"
2023-01-28,"Negative: 0, Neutral: 0, Positive: 49"
2023-01-27,"Negative: 1, Neutral: 0, Positive: 82"
2023-01-26,"Negative: 0, Neutral: 0, Positive: 73"
2023-01-25,"Negative: 0, Neutral: 0, Positive: 95"
2023-01-24,"Negative: 0, Neutral: 0, Positive: 77"
2023-01-23,"Negative: 0, Neutral: 0, Positive: 72"
2023-01-22,"Negative: 0, Neutral: 0, Positive: 34"
2023-01-21,"Negative: 0, Neutral: 0, Positive: 66"
2023-01-20,"Negative: 0, Neutral: 0, Positive: 103"
2023-01-19,"Negative: 0, Neutral: 0, Positive: 73"
2023-01-18,"Negative: 1, Neutral: 0, Positive: 90"
2023-01-17,"Negative: 0, Neutral: 0, Positive: 82"
2023-01-16,"Negative: 0, Neutral: 0, Positive: 62"
2023-01-15,"Negative: 0, Neutral: 0, Positive: 42"
2023-01-14,"Negative: 0, Neutral: 0, Positive: 89"
2023-01-13,"Negative: 0, Neutral: 0, Positive: 121"
2023-01-12,"Negative: 0, Neutral: 0, Positive: 128"
2023-01-11,"Negative: 0, Neutral: 0, Positive: 66"
2023-01-10,"Negative: 0, Neutral: 0, Positive: 59"
2023-01-09,"Negative: 0, Neutral: 0, Positive: 68"
2023-01-08,"Negative: 0, Neutral: 0, Positive: 30"
2023-01-07,"Negative: 0, Neutral: 0, Positive: 40"
2023-01-06,"Negative: 0, Neutral: 0, Positive: 67"
2023-01-05,"Negative: 0, Neutral: 0, Positive: 64"
2023-01-04,"Negative: 0, Neutral: 0, Positive: 73"
2023-01-03,"Negative: 0, Neutral: 0, Positive: 86"
2023-01-02,"Negative: 0, Neutral: 0, Positive: 51"
2023-01-01,"Negative: 0, Neutral: 0, Positive: 47"
2022-12-31,"Negative: 0, Neutral: 0, Positive: 49"
2022-12-30,"Negative: 0, Neutral: 0, Positive: 64"
2022-12-29,"Negative: 0, Neutral: 0, Positive: 62"
2022-12-28,"Negative: 0, Neutral: 0, Positive: 76"
2022-12-27,"Negative: 0, Neutral: 0, Positive: 47"
2022-12-26,"Negative: 0, Neutral: 0, Positive: 39"
2022-12-25,"Negative: 0, Neutral: 0, Positive: 24"
2022-12-24,"Negative: 0, Neutral: 0, Positive: 41"
2022-12-23,"Negative: 0, Neutral: 0, Positive: 69"
2022-12-22,"Negative: 0, Neutral: 0, Positive: 72"
2022-12-21,"Negative: 0, Neutral: 0, Positive: 81"
2022-12-20,"Negative: 0, Neutral: 0, Positive: 69"
2022-12-19,"Negative: 0, Neutral: 0, Positive: 74"
2022-12-18,"Negative: 0, Neutral: 0, Positive: 38"
2022-12-17,"Negative: 0, Neutral: 0, Positive: 41"
2022-12-16,"Negative: 0, Neutral: 0, Positive: 77"
2022-12-15,"Negative: 0, Neutral: 0, Positive: 87"
2022-12-14,"Negative: 0, Neutral: 0, Positive: 107"
2022-12-13,"Negative: 0, Neutral: 0, Positive: 83"
2022-12-12,"Negative: 1, Neutral: 0, Positive: 86"
2022-12-11,"Negative: 0, Neutral: 0, Positive: 35"
2022-12-10,"Negative: 1, Neutral: 0, Positive: 40"
2022-12-09,"Negative: 0, Neutral: 0, Positive: 83"
2022-12-08,"Negative: 1, Neutral: 0, Positive: 77"
2022-12-07,"Negative: 0, Neutral: 0, Positive: 95"
2022-12-06,"Negative: 0, Neutral: 0, Positive: 98"
2022-12-05,"Negative: 1, Neutral: 0, Positive: 96"
2022-12-04,"Negative: 0, Neutral: 0, Positive: 40"
2022-12-03,"Negative: 1, Neutral: 0, Positive: 50"
2022-12-02,"Negative: 0, Neutral: 0, Positive: 65"
2022-12-01,"Negative: 0, Neutral: 0, Positive: 77"
2022-11-30,"Negative: 0, Neutral: 0, Positive: 99"
2022-11-29,"Negative: 0, Neutral: 0, Positive: 78"
2022-11-28,"Negative: 0, Neutral: 0, Positive: 89"
2022-11-27,"Negative: 1, Neutral: 0, Positive: 49"
2022-11-26,"Negative: 0, Neutral: 0, Positive: 50"
2022-11-25,"Negative: 0, Neutral: 0, Positive: 63"
2022-11-24,"Negative: 0, Neutral: 0, Positive: 77"
2022-11-23,"Negative: 1, Neutral: 0, Positive: 111"
2022-11-22,"Negative: 0, Neutral: 0, Positive: 99"
2022-11-21,"Negative: 0, Neutral: 0, Positive: 105"
2022-11-20,"Negative: 0, Neutral: 0, Positive: 53"
2022-11-19,"Negative: 0, Neutral: 0, Positive: 45"
2022-11-18,"Negative: 0, Neutral: 0, Positive: 96"
2022-11-17,"Negative: 1, Neutral: 0, Positive: 108"
2022-11-16,"Negative: 1, Neutral: 0, Positive: 124"
2022-11-15,"Negative: 0, Neutral: 0, Positive: 103"
2022-11-14,"Negative: 0, Neutral: 0, Positive: 112"
2022-11-13,"Negative: 0, Neutral: 0, Positive: 57"
2022-11-12,"Negative: 0, Neutral: 0, Positive: 63"
2022-11-11,"Negative: 0, Neutral: 0, Positive: 108"
2022-11-10,"Negative: 0, Neutral: 0, Positive: 134"
2022-11-09,"Negative: 0, Neutral: 0, Positive: 143"
2022-11-08,"Negative: 0, Neutral: 0, Positive: 118"
2022-11-07,"Negative: 0, Neutral: 0, Positive: 88"
2022-11-06,"Negative: 0, Neutral: 0, Positive: 49"
2022-11-05,"Negative: 0, Neutral: 0, Positive: 43"
2022-11-04,"Negative: 0, Neutral: 0, Positive: 115"
2022-11-03,"Negative: 0, Neutral: 0, Positive: 75"
2022-11-02,"Negative: 0, Neutral: 0, Positive: 97"
2022-11-01,"Negative: 0, Neutral: 0, Positive: 89"
2022-10-31,"Negative: 0, Neutral: 0, Positive: 111"
2022-10-30,"Negative: 0, Neutral: 0, Positive: 47"
2022-10-29,"Negative: 0, Neutral: 0, Positive: 63"
2022-10-28,"Negative: 0, Neutral: 0, Positive: 81"
2022-10-27,"Negative: 0, Neutral: 0, Positive: 99"
2022-10-26,"Negative: 0, Neutral: 0, Positive: 76"
2022-10-25,"Negative: 1, Neutral: 0, Positive: 99"
2022-10-24,"Negative: 0, Neutral: 0, Positive: 97"
2022-10-23,"Negative: 0, Neutral: 0, Positive: 44"
2022-10-22,"Negative: 0, Neutral: 0, Positive: 60"
2022-10-21,"Negative: 1, Neutral: 0, Positive: 70"
2022-10-20,"Negative: 0, Neutral: 0, Positive: 62"
2022-10-19,"Negative: 0, Neutral: 0, Positive: 80"
2022-10-18,"Negative: 1, Neutral: 0, Positive: 101"
2022-10-17,"Negative: 1, Neutral: 0, Positive: 94"
2022-10-16,"Negative: 0, Neutral: 0, Positive: 34"
2022-10-15,"Negative: 0, Neutral: 0, Positive: 41"
2022-10-14,"Negative: 0, Neutral: 0, Positive: 73"
2022-10-13,"Negative: 0, Neutral: 0, Positive: 108"
2022-10-12,"Negative: 0, Neutral: 0, Positive: 86"
2022-10-11,"Negative: 0, Neutral: 0, Positive: 93"
2022-10-10,"Negative: 1, Neutral: 0, Positive: 86"
2022-10-09,"Negative: 0, Neutral: 0, Positive: 40"
2022-10-08,"Negative: 0, Neutral: 0, Positive: 41"
2022-10-07,"Negative: 0, Neutral: 0, Positive: 71"
2022-10-06,"Negative: 0, Neutral: 0, Positive: 83"
2022-10-05,"Negative: 0, Neutral: 0, Positive: 84"
2022-10-04,"Negative: 0, Neutral: 0, Positive: 100"
2022-10-03,"Negative: 0, Neutral: 0, Positive: 80"
2022-10-02,"Negative: 0, Neutral: 0, Positive: 28"
2022-10-01,"Negative: 0, Neutral: 0, Positive: 45"
2022-09-30,"Negative: 0, Neutral: 0, Positive: 89"
2022-09-29,"Negative: 0, Neutral: 0, Positive: 83"
2022-09-28,"Negative: 1, Neutral: 0, Positive: 100"
2022-09-27,"Negative: 0, Neutral: 0, Positive: 107"
2022-09-26,"Negative: 0, Neutral: 0, Positive: 62"
2022-09-25,"Negative: 0, Neutral: 0, Positive: 26"
2022-09-24,"Negative: 0, Neutral: 0, Positive: 46"
2022-09-23,"Negative: 0, Neutral: 0, Positive: 68"
2022-09-22,"Negative: 0, Neutral: 0, Positive: 121"
2022-09-21,"Negative: 0, Neutral: 0, Positive: 138"
2022-09-20,"Negative: 0, Neutral: 0, Positive: 91"
2022-09-19,"Negative: 0, Neutral: 0, Positive: 74"
2022-09-18,"Negative: 0, Neutral: 0, Positive: 29"
2022-09-17,"Negative: 0, Neutral: 0, Positive: 38"
2022-09-16,"Negative: 0, Neutral: 0, Positive: 72"
2022-09-15,"Negative: 1, Neutral: 0, Positive: 75"
2022-09-14,"Negative: 1, Neutral: 0, Positive: 77"
2022-09-13,"Negative: 1, Neutral: 0, Positive: 99"
2022-09-12,"Negative: 1, Neutral: 0, Positive: 84"
2022-09-11,"Negative: 0, Neutral: 0, Positive: 32"
2022-09-10,"Negative: 0, Neutral: 0, Positive: 36"
2022-09-09,"Negative: 0, Neutral: 0, Positive: 83"
2022-09-08,"Negative: 0, Neutral: 0, Positive: 73"
2022-09-07,"Negative: 0, Neutral: 0, Positive: 84"
2022-09-06,"Negative: 1, Neutral: 0, Positive: 75"
2022-09-05,"Negative: 0, Neutral: 0, Positive: 52"
2022-09-04,"Negative: 0, Neutral: 0, Positive: 44"
2022-09-03,"Negative: 0, Neutral: 0, Positive: 41"
2022-09-02,"Negative: 0, Neutral: 0, Positive: 58"
2022-09-01,"Negative: 1, Neutral: 0, Positive: 77"
2022-08-31,"Negative: 0, Neutral: 0, Positive: 96"
2022-08-30,"Negative: 0, Neutral: 0, Positive: 80"
2022-08-29,"Negative: 0, Neutral: 0, Positive: 78"
2022-08-28,"Negative: 0, Neutral: 0, Positive: 42"
2022-08-27,"Negative: 0, Neutral: 0, Positive: 54"
2022-08-26,"Negative: 0, Neutral: 0, Positive: 88"
2022-08-25,"Negative: 0, Neutral: 0, Positive: 99"
2022-08-24,"Negative: 0, Neutral: 0, Positive: 91"
2022-08-23,"Negative: 0, Neutral: 0, Positive: 66"
2022-08-22,"Negative: 0, Neutral: 0, Positive: 70"
2022-08-21,"Negative: 1, Neutral: 0, Positive: 28"
2022-08-20,"Negative: 0, Neutral: 0, Positive: 44"
2022-08-19,"Negative: 0, Neutral: 0, Positive: 107"
2022-08-18,"Negative: 0, Neutral: 0, Positive: 82"
2022-08-17,"Negative: 0, Neutral: 0, Positive: 76"
2022-08-16,"Negative: 0, Neutral: 0, Positive: 92"
2022-08-15,"Negative: 0, Neutral: 0, Positive: 86"
2022-08-14,"Negative: 0, Neutral: 0, Positive: 56"
2022-08-13,"Negative: 1, Neutral: 0, Positive: 50"
2022-08-12,"Negative: 1, Neutral: 0, Positive: 102"
2022-08-11,"Negative: 0, Neutral: 0, Positive: 103"
2022-08-10,"Negative: 1, Neutral: 0, Positive: 90"
2022-08-09,"Negative: 1, Neutral: 0, Positive: 94"
2022-08-08,"Negative: 0, Neutral: 0, Positive: 81"
2022-08-07,"Negative: 0, Neutral: 0, Positive: 61"
2022-08-06,"Negative: 0, Neutral: 0, Positive: 48"
2022-08-05,"Negative: 0, Neutral: 0, Positive: 80"
2022-08-04,"Negative: 0, Neutral: 0, Positive: 81"
2022-08-03,"Negative: 0, Neutral: 0, Positive: 114"
2022-08-02,"Negative: 0, Neutral: 0, Positive: 87"
2022-08-01,"Negative: 0, Neutral: 0, Positive: 97"
2022-07-31,"Negative: 1, Neutral: 0, Positive: 75"
2022-07-30,"Negative: 0, Neutral: 0, Positive: 79"
2022-07-29,"Negative: 0, Neutral: 0, Positive: 112"
2022-07-28,"Negative: 1, Neutral: 0, Positive: 97"
2022-07-27,"Negative: 0, Neutral: 0, Positive: 99"
2022-07-26,"Negative: 0, Neutral: 0, Positive: 93"
2022-07-25,"Negative: 0, Neutral: 0, Positive: 88"
2022-07-24,"Negative: 0, Neutral: 0, Positive: 60"
2022-07-23,"Negative: 0, Neutral: 0, Positive: 54"
2022-07-22,"Negative: 0, Neutral: 0, Positive: 89"
2022-07-21,"Negative: 0, Neutral: 0, Positive: 124"
2022-07-20,"Negative: 0, Neutral: 0, Positive: 139"
2022-07-19,"Negative: 0, Neutral: 0, Positive: 143"
2022-07-18,"Negative: 0, Neutral: 0, Positive: 80"
2022-07-17,"Negative: 0, Neutral: 0, Positive: 51"
2022-07-16,"Negative: 0, Neutral: 0, Positive: 53"
2022-07-15,"Negative: 0, Neutral: 0, Positive: 83"
2022-07-14,"Negative: 1, Neutral: 0, Positive: 83"
2022-07-13,"Negative: 2, Neutral: 0, Positive: 97"
2022-07-12,"Negative: 0, Neutral: 0, Positive: 89"
2022-07-11,"Negative: 1, Neutral: 0, Positive: 95"
2022-07-10,"Negative: 1, Neutral: 0, Positive: 62"
2022-07-09,"Negative: 0, Neutral: 0, Positive: 60"
2022-07-08,"Negative: 1, Neutral: 0, Positive: 104"
2022-07-07,"Negative: 0, Neutral: 0, Positive: 107"
2022-07-06,"Negative: 0, Neutral: 0, Positive: 128"
2022-07-05,"Negative: 0, Neutral: 0, Positive: 104"
2022-07-04,"Negative: 0, Neutral: 0, Positive: 93"
2022-07-03,"Negative: 0, Neutral: 0, Positive: 60"
2022-07-02,"Negative: 0, Neutral: 0, Positive: 75"
2022-07-01,"Negative: 1, Neutral: 0, Positive: 130"
2022-06-30,"Negative: 0, Neutral: 0, Positive: 172"
2022-06-29,"Negative: 0, Neutral: 0, Positive: 127"
2022-06-28,"Negative: 0, Neutral: 0, Positive: 125"
2022-06-27,"Negative: 0, Neutral: 0, Positive: 118"
2022-06-26,"Negative: 0, Neutral: 0, Positive: 40"
2022-06-25,"Negative: 0, Neutral: 0, Positive: 58"
2022-06-24,"Negative: 0, Neutral: 0, Positive: 109"
2022-06-23,"Negative: 0, Neutral: 0, Positive: 136"
2022-06-22,"Negative: 0, Neutral: 0, Positive: 126"
2022-06-21,"Negative: 0, Neutral: 0, Positive: 138"
2022-06-20,"Negative: 0, Neutral: 0, Positive: 143"
2022-06-19,"Negative: 0, Neutral: 0, Positive: 99"
2022-06-18,"Negative: 0, Neutral: 0, Positive: 120"
2022-06-17,"Negative: 0, Neutral: 0, Positive: 138"
2022-06-16,"Negative: 0, Neutral: 0, Positive: 135"
2022-06-15,"Negative: 0, Neutral: 0, Positive: 160"
2022-06-14,"Negative: 0, Neutral: 0, Positive: 192"
2022-06-13,"Negative: 0, Neutral: 0, Positive: 237"
2022-06-12,"Negative: 0, Neutral: 0, Positive: 75"
2022-06-11,"Negative: 0, Neutral: 0, Positive: 71"
2022-06-10,"Negative: 0, Neutral: 0, Positive: 147"
2022-06-09,"Negative: 0, Neutral: 0, Positive: 117"
2022-06-08,"Negative: 0, Neutral: 0, Positive: 134"
2022-06-07,"Negative: 0, Neutral: 0, Positive: 142"
2022-06-06,"Negative: 0, Neutral: 0, Positive: 121"
2022-06-05,"Negative: 0, Neutral: 0, Positive: 76"
2022-06-04,"Negative: 0, Neutral: 0, Positive: 51"
2022-06-03,"Negative: 0, Neutral: 0, Positive: 114"
2022-06-02,"Negative: 0, Neutral: 0, Positive: 137"
2022-06-01,"Negative: 0, Neutral: 0, Positive: 105"
2022-05-31,"Negative: 0, Neutral: 0, Positive: 105"
2022-05-30,"Negative: 0, Neutral: 0, Positive: 104"
2022-05-29,"Negative: 0, Neutral: 0, Positive: 48"
2022-05-28,"Negative: 0, Neutral: 0, Positive: 51"
2022-05-27,"Negative: 0, Neutral: 0, Positive: 104"
2022-05-26,"Negative: 0, Neutral: 0, Positive: 112"
2022-05-25,"Negative: 1, Neutral: 0, Positive: 135"
2022-05-24,"Negative: 0, Neutral: 0, Positive: 141"
2022-05-23,"Negative: 0, Neutral: 0, Positive: 118"
2022-05-22,"Negative: 1, Neutral: 0, Positive: 86"
2022-05-21,"Negative: 0, Neutral: 0, Positive: 59"
2022-05-20,"Negative: 0, Neutral: 0, Positive: 150"
2022-05-19,"Negative: 0, Neutral: 0, Positive: 168"
2022-05-18,"Negative: 0, Neutral: 0, Positive: 128"
2022-05-17,"Negative: 0, Neutral: 0, Positive: 150"
2022-05-16,"Negative: 0, Neutral: 0, Positive: 162"
2022-05-15,"Negative: 0, Neutral: 0, Positive: 58"
2022-05-14,"Negative: 0, Neutral: 0, Positive: 78"
2022-05-13,"Negative: 1, Neutral: 0, Positive: 132"
2022-05-12,"Negative: 0, Neutral: 0, Positive: 161"
2022-05-11,"Negative: 0, Neutral: 0, Positive: 167"
2022-05-10,"Negative: 0, Neutral: 0, Positive: 212"
2022-05-09,"Negative: 0, Neutral: 0, Positive: 204"
2022-05-08,"Negative: 0, Neutral: 0, Positive: 82"
2022-05-07,"Negative: 0, Neutral: 0, Positive: 62"
2022-05-06,"Negative: 0, Neutral: 0, Positive: 148"
2022-05-05,"Negative: 0, Neutral: 0, Positive: 135"
2022-05-04,"Negative: 0, Neutral: 0, Positive: 133"
2022-05-03,"Negative: 0, Neutral: 0, Positive: 132"
2022-05-02,"Negative: 0, Neutral: 0, Positive: 132"
2022-05-01,"Negative: 0, Neutral: 0, Positive: 57"
2022-04-30,"Negative: 0, Neutral: 0, Positive: 75"
2022-04-29,"Negative: 0, Neutral: 0, Positive: 119"
2022-04-28,"Negative: 1, Neutral: 0, Positive: 155"
2022-04-27,"Negative: 1, Neutral: 0, Positive: 143"
2022-04-26,"Negative: 1, Neutral: 0, Positive: 138"
2022-04-25,"Negative: 0, Neutral: 0, Positive: 95"
2022-04-24,"Negative: 1, Neutral: 0, Positive: 53"
2022-04-23,"Negative: 0, Neutral: 0, Positive: 66"
2022-04-22,"Negative: 0, Neutral: 0, Positive: 106"
2022-04-21,"Negative: 0, Neutral: 0, Positive: 114"
2022-04-20,"Negative: 1, Neutral: 0, Positive: 133"
2022-04-19,"Negative: 0, Neutral: 0, Positive: 120"
2022-04-18,"Negative: 0, Neutral: 0, Positive: 98"
2022-04-17,"Negative: 0, Neutral: 0, Positive: 41"
2022-04-16,"Negative: 0, Neutral: 0, Positive: 44"
2022-04-15,"Negative: 0, Neutral: 0, Positive: 108"
2022-04-14,"Negative: 0, Neutral: 0, Positive: 118"
2022-04-13,"Negative: 0, Neutral: 0, Positive: 122"
2022-04-12,"Negative: 0, Neutral: 0, Positive: 128"
2022-04-11,"Negative: 0, Neutral: 0, Positive: 129"
2022-04-10,"Negative: 0, Neutral: 0, Positive: 62"
2022-04-09,"Negative: 0, Neutral: 0, Positive: 68"
2022-04-08,"Negative: 1, Neutral: 0, Positive: 186"
2022-04-07,"Negative: 1, Neutral: 0, Positive: 213"
2022-04-06,"Negative: 0, Neutral: 0, Positive: 166"
2022-04-05,"Negative: 0, Neutral: 0, Positive: 138"
2022-04-04,"Negative: 0, Neutral: 0, Positive: 116"
2022-04-03,"Negative: 0, Neutral: 0, Positive: 36"
2022-04-02,"Negative: 0, Neutral: 0, Positive: 65"
2022-04-01,"Negative: 0, Neutral: 0, Positive: 140"
2022-03-31,"Negative: 0, Neutral: 0, Positive: 132"
2022-03-30,"Negative: 0, Neutral: 0, Positive: 116"
2022-03-29,"Negative: 12, Neutral: 0, Positive: 147"
2022-03-28,"Negative: 0, Neutral: 0, Positive: 127"
2022-03-27,"Negative: 0, Neutral: 0, Positive: 66"
2022-03-26,"Negative: 0, Neutral: 0, Positive: 70"
2022-03-25,"Negative: 6, Neutral: 0, Positive: 145"
