date,label
2023-04-14,"Negative: 0, Neutral: 90, Positive: 1"
2023-04-13,"Negative: 0, Neutral: 99, Positive: 0"
2023-04-12,"Negative: 0, Neutral: 101, Positive: 1"
2023-04-11,"Negative: 0, Neutral: 147, Positive: 2"
2023-04-10,"Negative: 0, Neutral: 96, Positive: 1"
2023-04-09,"Negative: 0, Neutral: 37, Positive: 0"
2023-04-08,"Negative: 0, Neutral: 42, Positive: 0"
2023-04-07,"Negative: 0, Neutral: 92, Positive: 0"
2023-04-06,"Negative: 0, Neutral: 91, Positive: 0"
2023-04-05,"Negative: 0, Neutral: 113, Positive: 0"
2023-04-04,"Negative: 0, Neutral: 88, Positive: 0"
2023-04-03,"Negative: 0, Neutral: 75, Positive: 0"
2023-04-02,"Negative: 0, Neutral: 51, Positive: 0"
2023-04-01,"Negative: 0, Neutral: 56, Positive: 1"
2023-03-31,"Negative: 0, Neutral: 106, Positive: 0"
2023-03-30,"Negative: 0, Neutral: 99, Positive: 0"
2023-03-29,"Negative: 0, Neutral: 107, Positive: 0"
2023-03-28,"Negative: 0, Neutral: 71, Positive: 0"
2023-03-27,"Negative: 0, Neutral: 102, Positive: 1"
2023-03-26,"Negative: 0, Neutral: 50, Positive: 0"
2023-03-25,"Negative: 0, Neutral: 55, Positive: 0"
2023-03-24,"Negative: 0, Neutral: 102, Positive: 0"
2023-03-23,"Negative: 0, Neutral: 114, Positive: 0"
2023-03-22,"Negative: 1, Neutral: 129, Positive: 1"
2023-03-21,"Negative: 0, Neutral: 122, Positive: 0"
2023-03-20,"Negative: 0, Neutral: 137, Positive: 0"
2023-03-19,"Negative: 1, Neutral: 94, Positive: 0"
2023-03-18,"Negative: 0, Neutral: 67, Positive: 0"
2023-03-17,"Negative: 0, Neutral: 162, Positive: 2"
2023-03-16,"Negative: 1, Neutral: 97, Positive: 0"
2023-03-15,"Negative: 1, Neutral: 110, Positive: 1"
2023-03-14,"Negative: 0, Neutral: 133, Positive: 0"
2023-03-13,"Negative: 0, Neutral: 158, Positive: 0"
2023-03-12,"Negative: 0, Neutral: 45, Positive: 1"
2023-03-11,"Negative: 1, Neutral: 58, Positive: 0"
2023-03-10,"Negative: 0, Neutral: 103, Positive: 0"
2023-03-09,"Negative: 0, Neutral: 99, Positive: 0"
2023-03-08,"Negative: 0, Neutral: 94, Positive: 0"
2023-03-07,"Negative: 0, Neutral: 98, Positive: 2"
2023-03-06,"Negative: 0, Neutral: 97, Positive: 0"
2023-03-05,"Negative: 0, Neutral: 49, Positive: 0"
2023-03-04,"Negative: 0, Neutral: 63, Positive: 1"
2023-03-03,"Negative: 0, Neutral: 95, Positive: 0"
2023-03-02,"Negative: 0, Neutral: 109, Positive: 1"
2023-03-01,"Negative: 0, Neutral: 95, Positive: 1"
2023-02-28,"Negative: 0, Neutral: 104, Positive: 0"
2023-02-27,"Negative: 0, Neutral: 90, Positive: 0"
2023-02-26,"Negative: 0, Neutral: 59, Positive: 1"
2023-02-25,"Negative: 1, Neutral: 45, Positive: 1"
2023-02-24,"Negative: 2, Neutral: 83, Positive: 0"
2023-02-23,"Negative: 0, Neutral: 98, Positive: 0"
2023-02-22,"Negative: 0, Neutral: 82, Positive: 0"
2023-02-21,"Negative: 0, Neutral: 94, Positive: 0"
2023-02-20,"Negative: 0, Neutral: 92, Positive: 0"
2023-02-19,"Negative: 0, Neutral: 61, Positive: 0"
2023-02-18,"Negative: 0, Neutral: 43, Positive: 0"
2023-02-17,"Negative: 0, Neutral: 94, Positive: 0"
2023-02-16,"Negative: 0, Neutral: 113, Positive: 0"
2023-02-15,"Negative: 0, Neutral: 127, Positive: 0"
2023-02-14,"Negative: 0, Neutral: 109, Positive: 0"
2023-02-13,"Negative: 0, Neutral: 91, Positive: 0"
2023-02-12,"Negative: 0, Neutral: 60, Positive: 1"
2023-02-11,"Negative: 0, Neutral: 63, Positive: 0"
2023-02-10,"Negative: 0, Neutral: 97, Positive: 0"
2023-02-09,"Negative: 0, Neutral: 105, Positive: 0"
2023-02-08,"Negative: 0, Neutral: 94, Positive: 2"
2023-02-07,"Negative: 0, Neutral: 74, Positive: 0"
2023-02-06,"Negative: 0, Neutral: 78, Positive: 0"
2023-02-05,"Negative: 0, Neutral: 44, Positive: 1"
2023-02-04,"Negative: 0, Neutral: 37, Positive: 1"
2023-02-03,"Negative: 0, Neutral: 86, Positive: 0"
2023-02-02,"Negative: 0, Neutral: 80, Positive: 1"
2023-02-01,"Negative: 0, Neutral: 103, Positive: 0"
2023-01-31,"Negative: 0, Neutral: 78, Positive: 0"
2023-01-30,"Negative: 0, Neutral: 103, Positive: 0"
2023-01-29,"Negative: 1, Neutral: 69, Positive: 1"
2023-01-28,"Negative: 0, Neutral: 46, Positive: 3"
2023-01-27,"Negative: 0, Neutral: 81, Positive: 0"
2023-01-26,"Negative: 0, Neutral: 74, Positive: 0"
2023-01-25,"Negative: 0, Neutral: 93, Positive: 1"
2023-01-24,"Negative: 0, Neutral: 77, Positive: 1"
2023-01-23,"Negative: 0, Neutral: 71, Positive: 1"
2023-01-22,"Negative: 0, Neutral: 33, Positive: 0"
2023-01-21,"Negative: 0, Neutral: 62, Positive: 1"
2023-01-20,"Negative: 0, Neutral: 104, Positive: 2"
2023-01-19,"Negative: 0, Neutral: 73, Positive: 0"
2023-01-18,"Negative: 0, Neutral: 91, Positive: 0"
2023-01-17,"Negative: 0, Neutral: 82, Positive: 0"
2023-01-16,"Negative: 0, Neutral: 62, Positive: 1"
2023-01-15,"Negative: 0, Neutral: 41, Positive: 0"
2023-01-14,"Negative: 0, Neutral: 88, Positive: 0"
2023-01-13,"Negative: 0, Neutral: 119, Positive: 0"
2023-01-12,"Negative: 0, Neutral: 129, Positive: 0"
2023-01-11,"Negative: 0, Neutral: 65, Positive: 2"
2023-01-10,"Negative: 0, Neutral: 58, Positive: 0"
2023-01-09,"Negative: 0, Neutral: 72, Positive: 0"
2023-01-08,"Negative: 0, Neutral: 29, Positive: 0"
2023-01-07,"Negative: 1, Neutral: 40, Positive: 1"
2023-01-06,"Negative: 0, Neutral: 67, Positive: 0"
2023-01-05,"Negative: 0, Neutral: 62, Positive: 0"
2023-01-04,"Negative: 0, Neutral: 71, Positive: 0"
2023-01-03,"Negative: 0, Neutral: 88, Positive: 2"
2023-01-02,"Negative: 0, Neutral: 50, Positive: 0"
2023-01-01,"Negative: 0, Neutral: 43, Positive: 0"
2022-12-31,"Negative: 0, Neutral: 51, Positive: 0"
2022-12-30,"Negative: 0, Neutral: 61, Positive: 0"
2022-12-29,"Negative: 0, Neutral: 67, Positive: 1"
2022-12-28,"Negative: 0, Neutral: 74, Positive: 1"
2022-12-27,"Negative: 0, Neutral: 46, Positive: 0"
2022-12-26,"Negative: 0, Neutral: 38, Positive: 0"
2022-12-25,"Negative: 0, Neutral: 23, Positive: 1"
2022-12-24,"Negative: 0, Neutral: 41, Positive: 1"
2022-12-23,"Negative: 1, Neutral: 67, Positive: 0"
2022-12-22,"Negative: 0, Neutral: 74, Positive: 1"
2022-12-21,"Negative: 0, Neutral: 78, Positive: 2"
2022-12-20,"Negative: 0, Neutral: 68, Positive: 0"
2022-12-19,"Negative: 0, Neutral: 75, Positive: 1"
2022-12-18,"Negative: 0, Neutral: 38, Positive: 0"
2022-12-17,"Negative: 1, Neutral: 37, Positive: 0"
2022-12-16,"Negative: 1, Neutral: 77, Positive: 1"
2022-12-15,"Negative: 0, Neutral: 83, Positive: 0"
2022-12-14,"Negative: 0, Neutral: 111, Positive: 0"
2022-12-13,"Negative: 0, Neutral: 84, Positive: 0"
2022-12-12,"Negative: 0, Neutral: 86, Positive: 0"
2022-12-11,"Negative: 0, Neutral: 34, Positive: 0"
2022-12-10,"Negative: 0, Neutral: 40, Positive: 1"
2022-12-09,"Negative: 0, Neutral: 82, Positive: 1"
2022-12-08,"Negative: 0, Neutral: 76, Positive: 0"
2022-12-07,"Negative: 0, Neutral: 91, Positive: 0"
2022-12-06,"Negative: 0, Neutral: 104, Positive: 0"
2022-12-05,"Negative: 0, Neutral: 98, Positive: 0"
2022-12-04,"Negative: 0, Neutral: 40, Positive: 0"
2022-12-03,"Negative: 0, Neutral: 49, Positive: 1"
2022-12-02,"Negative: 0, Neutral: 65, Positive: 0"
2022-12-01,"Negative: 0, Neutral: 76, Positive: 1"
2022-11-30,"Negative: 0, Neutral: 99, Positive: 0"
2022-11-29,"Negative: 0, Neutral: 75, Positive: 2"
2022-11-28,"Negative: 0, Neutral: 92, Positive: 0"
2022-11-27,"Negative: 0, Neutral: 47, Positive: 0"
2022-11-26,"Negative: 0, Neutral: 52, Positive: 1"
2022-11-25,"Negative: 0, Neutral: 61, Positive: 0"
2022-11-24,"Negative: 0, Neutral: 74, Positive: 0"
2022-11-23,"Negative: 0, Neutral: 113, Positive: 1"
2022-11-22,"Negative: 0, Neutral: 98, Positive: 0"
2022-11-21,"Negative: 0, Neutral: 105, Positive: 1"
2022-11-20,"Negative: 0, Neutral: 55, Positive: 0"
2022-11-19,"Negative: 0, Neutral: 43, Positive: 0"
2022-11-18,"Negative: 0, Neutral: 95, Positive: 0"
2022-11-17,"Negative: 0, Neutral: 107, Positive: 0"
2022-11-16,"Negative: 0, Neutral: 126, Positive: 0"
2022-11-15,"Negative: 0, Neutral: 103, Positive: 1"
2022-11-14,"Negative: 0, Neutral: 114, Positive: 0"
2022-11-13,"Negative: 1, Neutral: 58, Positive: 0"
2022-11-12,"Negative: 0, Neutral: 61, Positive: 0"
2022-11-11,"Negative: 0, Neutral: 106, Positive: 0"
2022-11-10,"Negative: 0, Neutral: 132, Positive: 0"
2022-11-09,"Negative: 0, Neutral: 145, Positive: 0"
2022-11-08,"Negative: 0, Neutral: 121, Positive: 0"
2022-11-07,"Negative: 0, Neutral: 87, Positive: 1"
2022-11-06,"Negative: 0, Neutral: 50, Positive: 0"
2022-11-05,"Negative: 0, Neutral: 42, Positive: 1"
2022-11-04,"Negative: 1, Neutral: 110, Positive: 1"
2022-11-03,"Negative: 0, Neutral: 75, Positive: 0"
2022-11-02,"Negative: 0, Neutral: 95, Positive: 1"
2022-11-01,"Negative: 0, Neutral: 90, Positive: 0"
2022-10-31,"Negative: 0, Neutral: 107, Positive: 4"
2022-10-30,"Negative: 0, Neutral: 47, Positive: 0"
2022-10-29,"Negative: 0, Neutral: 63, Positive: 0"
2022-10-28,"Negative: 0, Neutral: 81, Positive: 0"
2022-10-27,"Negative: 0, Neutral: 102, Positive: 0"
2022-10-26,"Negative: 0, Neutral: 74, Positive: 0"
2022-10-25,"Negative: 0, Neutral: 101, Positive: 0"
2022-10-24,"Negative: 0, Neutral: 98, Positive: 0"
2022-10-23,"Negative: 0, Neutral: 44, Positive: 0"
2022-10-22,"Negative: 0, Neutral: 59, Positive: 1"
2022-10-21,"Negative: 0, Neutral: 68, Positive: 0"
2022-10-20,"Negative: 0, Neutral: 62, Positive: 1"
2022-10-19,"Negative: 0, Neutral: 82, Positive: 0"
2022-10-18,"Negative: 0, Neutral: 100, Positive: 0"
2022-10-17,"Negative: 0, Neutral: 97, Positive: 0"
2022-10-16,"Negative: 0, Neutral: 34, Positive: 0"
2022-10-15,"Negative: 0, Neutral: 39, Positive: 1"
2022-10-14,"Negative: 0, Neutral: 72, Positive: 0"
2022-10-13,"Negative: 0, Neutral: 101, Positive: 1"
2022-10-12,"Negative: 0, Neutral: 91, Positive: 0"
2022-10-11,"Negative: 0, Neutral: 93, Positive: 0"
2022-10-10,"Negative: 0, Neutral: 88, Positive: 0"
2022-10-09,"Negative: 0, Neutral: 40, Positive: 0"
2022-10-08,"Negative: 0, Neutral: 39, Positive: 0"
2022-10-07,"Negative: 0, Neutral: 70, Positive: 0"
2022-10-06,"Negative: 0, Neutral: 86, Positive: 0"
2022-10-05,"Negative: 0, Neutral: 84, Positive: 1"
2022-10-04,"Negative: 0, Neutral: 97, Positive: 0"
2022-10-03,"Negative: 0, Neutral: 84, Positive: 0"
2022-10-02,"Negative: 0, Neutral: 28, Positive: 0"
2022-10-01,"Negative: 0, Neutral: 43, Positive: 0"
2022-09-30,"Negative: 0, Neutral: 84, Positive: 0"
2022-09-29,"Negative: 0, Neutral: 87, Positive: 0"
2022-09-28,"Negative: 0, Neutral: 101, Positive: 0"
2022-09-27,"Negative: 0, Neutral: 107, Positive: 1"
2022-09-26,"Negative: 0, Neutral: 62, Positive: 0"
2022-09-25,"Negative: 0, Neutral: 28, Positive: 0"
2022-09-24,"Negative: 0, Neutral: 45, Positive: 0"
2022-09-23,"Negative: 0, Neutral: 66, Positive: 1"
2022-09-22,"Negative: 0, Neutral: 120, Positive: 0"
2022-09-21,"Negative: 0, Neutral: 139, Positive: 0"
2022-09-20,"Negative: 1, Neutral: 91, Positive: 0"
2022-09-19,"Negative: 0, Neutral: 74, Positive: 0"
2022-09-18,"Negative: 0, Neutral: 28, Positive: 1"
2022-09-17,"Negative: 0, Neutral: 36, Positive: 1"
2022-09-16,"Negative: 0, Neutral: 71, Positive: 0"
2022-09-15,"Negative: 0, Neutral: 79, Positive: 0"
2022-09-14,"Negative: 0, Neutral: 74, Positive: 1"
2022-09-13,"Negative: 0, Neutral: 101, Positive: 0"
2022-09-12,"Negative: 0, Neutral: 86, Positive: 0"
2022-09-11,"Negative: 0, Neutral: 32, Positive: 0"
2022-09-10,"Negative: 0, Neutral: 35, Positive: 1"
2022-09-09,"Negative: 0, Neutral: 82, Positive: 1"
2022-09-08,"Negative: 0, Neutral: 69, Positive: 0"
2022-09-07,"Negative: 0, Neutral: 86, Positive: 0"
2022-09-06,"Negative: 0, Neutral: 76, Positive: 1"
2022-09-05,"Negative: 0, Neutral: 53, Positive: 0"
2022-09-04,"Negative: 0, Neutral: 45, Positive: 0"
2022-09-03,"Negative: 0, Neutral: 38, Positive: 0"
2022-09-02,"Negative: 0, Neutral: 61, Positive: 0"
2022-09-01,"Negative: 1, Neutral: 76, Positive: 1"
2022-08-31,"Negative: 0, Neutral: 92, Positive: 1"
2022-08-30,"Negative: 0, Neutral: 80, Positive: 0"
2022-08-29,"Negative: 0, Neutral: 80, Positive: 0"
2022-08-28,"Negative: 0, Neutral: 43, Positive: 0"
2022-08-27,"Negative: 0, Neutral: 51, Positive: 0"
2022-08-26,"Negative: 0, Neutral: 88, Positive: 1"
2022-08-25,"Negative: 0, Neutral: 99, Positive: 0"
2022-08-24,"Negative: 0, Neutral: 92, Positive: 0"
2022-08-23,"Negative: 0, Neutral: 64, Positive: 0"
2022-08-22,"Negative: 0, Neutral: 70, Positive: 0"
2022-08-21,"Negative: 0, Neutral: 32, Positive: 0"
2022-08-20,"Negative: 0, Neutral: 42, Positive: 0"
2022-08-19,"Negative: 0, Neutral: 104, Positive: 0"
2022-08-18,"Negative: 0, Neutral: 85, Positive: 1"
2022-08-17,"Negative: 0, Neutral: 76, Positive: 0"
2022-08-16,"Negative: 0, Neutral: 91, Positive: 0"
2022-08-15,"Negative: 0, Neutral: 88, Positive: 0"
2022-08-14,"Negative: 0, Neutral: 55, Positive: 0"
2022-08-13,"Negative: 0, Neutral: 52, Positive: 0"
2022-08-12,"Negative: 0, Neutral: 100, Positive: 1"
2022-08-11,"Negative: 0, Neutral: 104, Positive: 0"
2022-08-10,"Negative: 1, Neutral: 90, Positive: 0"
2022-08-09,"Negative: 0, Neutral: 90, Positive: 0"
2022-08-08,"Negative: 0, Neutral: 86, Positive: 0"
2022-08-07,"Negative: 0, Neutral: 60, Positive: 0"
2022-08-06,"Negative: 0, Neutral: 49, Positive: 0"
2022-08-05,"Negative: 0, Neutral: 79, Positive: 1"
2022-08-04,"Negative: 0, Neutral: 79, Positive: 0"
2022-08-03,"Negative: 0, Neutral: 116, Positive: 0"
2022-08-02,"Negative: 0, Neutral: 84, Positive: 0"
2022-08-01,"Negative: 0, Neutral: 93, Positive: 1"
2022-07-31,"Negative: 0, Neutral: 78, Positive: 3"
2022-07-30,"Negative: 0, Neutral: 76, Positive: 1"
2022-07-29,"Negative: 0, Neutral: 113, Positive: 1"
2022-07-28,"Negative: 0, Neutral: 97, Positive: 0"
2022-07-27,"Negative: 0, Neutral: 101, Positive: 0"
2022-07-26,"Negative: 2, Neutral: 90, Positive: 0"
2022-07-25,"Negative: 0, Neutral: 88, Positive: 0"
2022-07-24,"Negative: 2, Neutral: 59, Positive: 0"
2022-07-23,"Negative: 0, Neutral: 51, Positive: 0"
2022-07-22,"Negative: 0, Neutral: 90, Positive: 2"
2022-07-21,"Negative: 0, Neutral: 120, Positive: 1"
2022-07-20,"Negative: 0, Neutral: 134, Positive: 1"
2022-07-19,"Negative: 0, Neutral: 147, Positive: 1"
2022-07-18,"Negative: 0, Neutral: 81, Positive: 1"
2022-07-17,"Negative: 0, Neutral: 49, Positive: 1"
2022-07-16,"Negative: 0, Neutral: 54, Positive: 0"
2022-07-15,"Negative: 1, Neutral: 80, Positive: 0"
2022-07-14,"Negative: 1, Neutral: 85, Positive: 0"
2022-07-13,"Negative: 0, Neutral: 97, Positive: 1"
2022-07-12,"Negative: 0, Neutral: 90, Positive: 0"
2022-07-11,"Negative: 0, Neutral: 94, Positive: 1"
2022-07-10,"Negative: 0, Neutral: 65, Positive: 0"
2022-07-09,"Negative: 0, Neutral: 57, Positive: 0"
2022-07-08,"Negative: 0, Neutral: 106, Positive: 0"
2022-07-07,"Negative: 0, Neutral: 104, Positive: 1"
2022-07-06,"Negative: 0, Neutral: 129, Positive: 1"
2022-07-05,"Negative: 0, Neutral: 105, Positive: 0"
2022-07-04,"Negative: 0, Neutral: 91, Positive: 1"
2022-07-03,"Negative: 0, Neutral: 61, Positive: 0"
2022-07-02,"Negative: 1, Neutral: 69, Positive: 1"
2022-07-01,"Negative: 1, Neutral: 133, Positive: 1"
2022-06-30,"Negative: 1, Neutral: 167, Positive: 0"
2022-06-29,"Negative: 0, Neutral: 126, Positive: 1"
2022-06-28,"Negative: 0, Neutral: 122, Positive: 1"
2022-06-27,"Negative: 0, Neutral: 122, Positive: 0"
2022-06-26,"Negative: 0, Neutral: 42, Positive: 1"
2022-06-25,"Negative: 0, Neutral: 52, Positive: 3"
2022-06-24,"Negative: 0, Neutral: 107, Positive: 1"
2022-06-23,"Negative: 1, Neutral: 134, Positive: 0"
2022-06-22,"Negative: 1, Neutral: 126, Positive: 1"
2022-06-21,"Negative: 0, Neutral: 139, Positive: 0"
2022-06-20,"Negative: 0, Neutral: 144, Positive: 0"
2022-06-19,"Negative: 0, Neutral: 93, Positive: 0"
2022-06-18,"Negative: 1, Neutral: 123, Positive: 0"
2022-06-17,"Negative: 0, Neutral: 137, Positive: 1"
2022-06-16,"Negative: 0, Neutral: 137, Positive: 0"
2022-06-15,"Negative: 0, Neutral: 156, Positive: 0"
2022-06-14,"Negative: 0, Neutral: 192, Positive: 0"
2022-06-13,"Negative: 0, Neutral: 241, Positive: 1"
2022-06-12,"Negative: 0, Neutral: 70, Positive: 0"
2022-06-11,"Negative: 0, Neutral: 71, Positive: 1"
2022-06-10,"Negative: 0, Neutral: 146, Positive: 0"
2022-06-09,"Negative: 0, Neutral: 118, Positive: 0"
2022-06-08,"Negative: 0, Neutral: 136, Positive: 0"
2022-06-07,"Negative: 0, Neutral: 140, Positive: 1"
2022-06-06,"Negative: 0, Neutral: 124, Positive: 0"
2022-06-05,"Negative: 0, Neutral: 75, Positive: 0"
2022-06-04,"Negative: 0, Neutral: 50, Positive: 1"
2022-06-03,"Negative: 0, Neutral: 112, Positive: 0"
2022-06-02,"Negative: 0, Neutral: 134, Positive: 0"
2022-06-01,"Negative: 0, Neutral: 108, Positive: 0"
2022-05-31,"Negative: 0, Neutral: 106, Positive: 0"
2022-05-30,"Negative: 0, Neutral: 105, Positive: 0"
2022-05-29,"Negative: 0, Neutral: 48, Positive: 1"
2022-05-28,"Negative: 0, Neutral: 48, Positive: 0"
2022-05-27,"Negative: 0, Neutral: 103, Positive: 1"
2022-05-26,"Negative: 0, Neutral: 113, Positive: 0"
2022-05-25,"Negative: 0, Neutral: 133, Positive: 1"
2022-05-24,"Negative: 0, Neutral: 139, Positive: 2"
2022-05-23,"Negative: 0, Neutral: 119, Positive: 1"
2022-05-22,"Negative: 0, Neutral: 84, Positive: 2"
2022-05-21,"Negative: 0, Neutral: 60, Positive: 0"
2022-05-20,"Negative: 0, Neutral: 144, Positive: 0"
2022-05-19,"Negative: 0, Neutral: 174, Positive: 0"
2022-05-18,"Negative: 0, Neutral: 127, Positive: 0"
2022-05-17,"Negative: 0, Neutral: 148, Positive: 0"
2022-05-16,"Negative: 0, Neutral: 166, Positive: 0"
2022-05-15,"Negative: 0, Neutral: 57, Positive: 0"
2022-05-14,"Negative: 0, Neutral: 77, Positive: 0"
2022-05-13,"Negative: 0, Neutral: 133, Positive: 0"
2022-05-12,"Negative: 0, Neutral: 158, Positive: 0"
2022-05-11,"Negative: 1, Neutral: 171, Positive: 0"
2022-05-10,"Negative: 0, Neutral: 203, Positive: 0"
2022-05-09,"Negative: 1, Neutral: 207, Positive: 0"
2022-05-08,"Negative: 0, Neutral: 85, Positive: 0"
2022-05-07,"Negative: 0, Neutral: 59, Positive: 0"
2022-05-06,"Negative: 0, Neutral: 148, Positive: 0"
2022-05-05,"Negative: 0, Neutral: 139, Positive: 1"
2022-05-04,"Negative: 0, Neutral: 132, Positive: 0"
2022-05-03,"Negative: 0, Neutral: 128, Positive: 0"
2022-05-02,"Negative: 0, Neutral: 132, Positive: 0"
2022-05-01,"Negative: 0, Neutral: 59, Positive: 0"
2022-04-30,"Negative: 0, Neutral: 72, Positive: 1"
2022-04-29,"Negative: 0, Neutral: 120, Positive: 0"
2022-04-28,"Negative: 0, Neutral: 157, Positive: 0"
2022-04-27,"Negative: 0, Neutral: 144, Positive: 0"
2022-04-26,"Negative: 0, Neutral: 141, Positive: 1"
2022-04-25,"Negative: 0, Neutral: 93, Positive: 0"
2022-04-24,"Negative: 0, Neutral: 54, Positive: 0"
2022-04-23,"Negative: 0, Neutral: 61, Positive: 1"
2022-04-22,"Negative: 0, Neutral: 111, Positive: 0"
2022-04-21,"Negative: 0, Neutral: 115, Positive: 0"
2022-04-20,"Negative: 0, Neutral: 134, Positive: 0"
2022-04-19,"Negative: 0, Neutral: 121, Positive: 0"
2022-04-18,"Negative: 0, Neutral: 96, Positive: 1"
2022-04-17,"Negative: 0, Neutral: 41, Positive: 0"
2022-04-16,"Negative: 0, Neutral: 38, Positive: 0"
2022-04-15,"Negative: 0, Neutral: 113, Positive: 0"
2022-04-14,"Negative: 0, Neutral: 115, Positive: 0"
2022-04-13,"Negative: 0, Neutral: 121, Positive: 2"
2022-04-12,"Negative: 0, Neutral: 127, Positive: 1"
2022-04-11,"Negative: 0, Neutral: 130, Positive: 0"
2022-04-10,"Negative: 0, Neutral: 63, Positive: 0"
2022-04-09,"Negative: 0, Neutral: 64, Positive: 0"
2022-04-08,"Negative: 0, Neutral: 183, Positive: 1"
2022-04-07,"Negative: 0, Neutral: 216, Positive: 1"
2022-04-06,"Negative: 0, Neutral: 164, Positive: 2"
2022-04-05,"Negative: 0, Neutral: 139, Positive: 1"
2022-04-04,"Negative: 0, Neutral: 117, Positive: 1"
2022-04-03,"Negative: 0, Neutral: 37, Positive: 0"
2022-04-02,"Negative: 0, Neutral: 62, Positive: 0"
2022-04-01,"Negative: 0, Neutral: 139, Positive: 0"
2022-03-31,"Negative: 0, Neutral: 128, Positive: 1"
2022-03-30,"Negative: 0, Neutral: 121, Positive: 0"
2022-03-29,"Negative: 1, Neutral: 156, Positive: 1"
2022-03-28,"Negative: 0, Neutral: 126, Positive: 0"
2022-03-27,"Negative: 0, Neutral: 67, Positive: 0"
2022-03-26,"Negative: 0, Neutral: 66, Positive: 1"
2022-03-25,"Negative: 0, Neutral: 144, Positive: 0"
