date,label
2019-10-20,bullish
2019-10-19,bullish
2019-10-18,bullish
2019-10-17,bullish
2019-10-16,bullish
2019-10-15,bullish
2019-10-14,bullish
2019-10-13,bullish
2019-10-12,bullish
2019-10-11,bullish
2019-10-10,bullish
2019-10-09,bullish
2019-10-08,bullish
2019-10-07,bullish
2019-10-06,bullish
2019-10-05,bullish
2019-10-04,bullish
2019-10-03,bullish
2019-10-02,bullish
2019-10-01,bullish
2019-09-30,bullish
2019-09-29,bullish
2019-09-28,bullish
2019-09-27,bullish
2019-09-26,bullish
2019-09-25,bullish
2019-09-24,bearish
2019-09-23,bearish
2019-09-22,bullish
2019-09-21,bullish
2019-09-20,bullish
2019-09-19,bullish
2019-09-18,bullish
2019-09-17,bullish
2019-09-16,bullish
2019-09-15,bullish
2019-09-14,bullish
2019-09-13,bullish
2019-09-12,bullish
2019-09-11,bullish
2019-09-10,bullish
2019-09-09,bullish
2019-09-08,bullish
2019-09-07,bullish
2019-09-06,bullish
2019-09-05,bullish
2019-09-04,bullish
2019-09-03,bullish
2019-09-02,bullish
2019-09-01,bullish
2019-08-31,bullish
2019-08-30,bullish
2019-08-29,bullish
2019-08-28,bullish
2019-08-27,bullish
2019-08-26,bullish
2019-08-25,bullish
2019-08-24,bearish
2019-08-23,bullish
2019-08-22,bullish
2019-08-20,bullish
2019-08-19,bullish
2019-08-18,bullish
2019-08-17,bullish
2019-08-16,bullish
2019-08-15,bullish
2019-08-14,bearish
2019-08-13,bullish
2019-08-12,bearish
2019-08-11,bullish
2019-08-10,bullish
2019-08-09,bearish
2019-08-08,bullish
2019-08-07,bullish
2019-08-06,bullish
2019-08-05,bullish
2019-08-04,bullish
2019-08-03,bullish
2019-08-02,bullish
2019-08-01,bullish
2019-07-31,bullish
2019-07-30,bullish
2019-07-28,bullish
2019-07-27,bullish
2019-07-26,bullish
2019-07-25,bullish
2019-07-24,bullish
2019-07-23,bullish
2019-07-22,bullish
2019-07-21,bullish
2019-07-20,bullish
2019-07-19,bullish
2019-07-18,bullish
2019-07-17,bullish
2019-07-16,bearish
2019-07-15,bullish
2019-07-14,bullish
2019-07-13,bullish
2019-07-12,bullish
2019-07-11,bearish
2019-07-10,bullish
2019-07-09,bullish
2019-07-08,bullish
2019-07-07,bullish
2019-07-06,bullish
2019-07-05,bullish
2019-07-04,bullish
2019-07-03,bullish
2019-07-02,bearish
2019-06-30,bullish
2019-06-29,bullish
2019-06-28,bearish
2019-06-27,bearish
2019-06-25,bullish
2019-06-24,bullish
2019-06-23,bullish
2019-06-22,bullish
2019-06-21,bullish
2019-06-20,bullish
2019-06-19,bullish
2019-06-17,bullish
2019-06-16,bullish
2019-06-15,bullish
2019-06-14,bullish
2019-06-13,bullish
2019-06-12,bullish
2019-06-11,bullish
2019-06-10,bullish
2019-06-09,bullish
2019-06-08,bullish
2019-06-07,bullish
2019-06-06,bullish
2019-06-05,bullish
2019-06-04,bearish
2019-06-03,bullish
2019-06-02,bullish
2019-06-01,bullish
2019-05-31,bearish
2019-05-30,bullish
2019-05-29,bullish
2019-05-28,bullish
2019-05-27,bullish
2019-05-26,bullish
2019-05-25,bullish
2019-05-24,bullish
2019-05-23,bullish
2019-05-22,bullish
2019-05-21,bullish
2019-05-20,bullish
2019-05-19,bullish
2019-05-18,bullish
2019-05-17,bearish
2019-05-16,bullish
2019-05-13,bullish
2019-05-12,bullish
2019-05-11,bullish
2019-05-10,bullish
2019-05-09,bullish
2019-05-08,bullish
2019-05-07,bullish
2019-05-06,bullish
2019-05-05,bullish
2019-05-04,bullish
2019-05-03,bullish
2019-05-02,bullish
2019-05-01,bullish
2019-04-30,bullish
2019-04-29,bullish
2019-04-28,bullish
2019-04-27,bullish
2019-04-26,bullish
2019-04-25,bearish
2019-04-24,bullish
2019-04-23,bullish
2019-04-22,bullish
2019-04-21,bearish
2019-04-20,bullish
2019-04-19,bullish
2019-04-18,bullish
2019-04-17,bullish
2019-04-16,bullish
2019-04-15,bullish
2019-04-14,bullish
2019-04-13,bullish
2019-04-12,bullish
2019-04-11,bullish
2019-04-10,bearish
2019-04-09,bearish
2019-04-08,bullish
2019-04-07,bullish
2019-04-06,bullish
2019-04-05,bullish
2019-04-04,bullish
2019-04-02,bullish
2019-04-01,bullish
2019-03-31,bearish
2019-03-30,bullish
2019-03-29,bullish
2019-03-28,bullish
2019-03-27,bullish
2019-03-26,bullish
2019-03-25,bullish
2019-03-24,bullish
2019-03-23,bullish
2019-03-22,bullish
2019-03-21,bullish
2019-03-20,bullish
2019-03-19,bullish
2019-03-18,bullish
2019-03-17,bullish
2019-03-16,bullish
2019-03-15,bullish
2019-03-14,bullish
2019-03-13,bullish
2019-03-12,bullish
2019-03-11,bullish
2019-03-10,bullish
2019-03-09,bullish
2019-03-08,bullish
2019-03-07,bullish
2019-03-06,bullish
2019-03-05,bullish
2019-03-04,bullish
2019-03-03,bearish
2019-03-02,bullish
2019-03-01,bullish
2019-02-28,bullish
2019-02-27,bullish
2019-02-26,bullish
2019-02-25,bullish
2019-02-24,bullish
2019-02-23,bullish
2019-02-22,bullish
2019-02-21,bullish
2019-02-20,bullish
2019-02-19,bullish
2019-02-18,bullish
2019-02-17,bullish
2019-02-16,bullish
2019-02-15,bullish
2019-02-14,bullish
2019-02-13,bullish
2019-02-12,bullish
2019-02-11,bullish
2019-02-10,bullish
2019-02-09,bullish
2019-02-08,bullish
2019-02-07,bullish
2019-02-06,bullish
2019-02-05,bullish
2019-02-04,bullish
2019-02-03,bullish
2019-02-02,bullish
2019-02-01,bullish
2019-01-31,bullish
2019-01-30,bullish
2019-01-29,bullish
2019-01-28,bullish
2019-01-27,bullish
2019-01-26,bullish
2019-01-25,bullish
2019-01-24,bullish
2019-01-23,bullish
2019-01-22,bullish
2019-01-21,bullish
2019-01-20,bearish
2019-01-19,bullish
2019-01-18,bullish
2019-01-17,bullish
2019-01-16,bullish
2019-01-15,bullish
2019-01-14,bullish
2019-01-13,bullish
2019-01-12,bullish
2019-01-11,bullish
2019-01-08,bullish
2019-01-07,bullish
2019-01-06,bullish
2019-01-05,bearish
2019-01-04,bullish
2019-01-03,bullish
2019-01-02,bullish
2019-01-01,bullish
2018-12-31,bullish
2018-12-30,bullish
2018-12-29,bullish
2018-12-28,bullish
2018-12-27,bearish
2018-12-26,bullish
2018-12-25,bearish
2018-12-24,bullish
2018-12-23,bullish
2018-12-22,bullish
2018-12-21,bullish
2018-12-20,bearish
2018-12-19,bullish
2018-12-18,bullish
2018-12-17,bullish
2018-12-16,bullish
2018-12-15,bullish
2018-12-14,bullish
2018-12-13,bullish
2018-12-12,bullish
2018-12-11,bearish
2018-12-10,bullish
2018-12-09,bullish
2018-12-08,bullish
2018-12-07,bearish
2018-12-06,bullish
2018-12-05,bearish
2018-12-04,bullish
2018-12-03,bullish
2018-12-02,bullish
2018-12-01,bearish
2018-11-30,bearish
2018-11-29,bullish
2018-11-28,bearish
2018-11-26,bearish
2018-11-25,bullish
2018-11-24,bullish
2018-11-23,bearish
2018-11-22,bullish
2018-11-21,bearish
2018-11-20,bearish
2018-11-19,bearish
2018-11-18,bullish
2018-11-17,bullish
2018-11-16,bullish
2018-11-14,bearish
2018-11-13,bullish
2018-11-12,bullish
2018-11-11,bullish
2018-11-10,bullish
2018-11-09,bullish
2018-11-08,bullish
2018-11-07,bullish
2018-11-06,bullish
2018-11-05,bullish
2018-11-04,bullish
2018-11-03,bullish
2018-11-02,bearish
2018-11-01,bullish
2018-10-30,bullish
2018-10-29,bullish
2018-10-28,bullish
2018-10-27,bullish
2018-10-26,bullish
2018-10-25,bullish
2018-10-24,bullish
2018-10-23,bullish
2018-10-22,bullish
2018-10-21,bullish
2018-10-20,bullish
2018-10-19,bearish
2018-10-18,bullish
2018-10-17,bullish
2018-10-16,bullish
2018-10-14,bullish
2018-10-13,bullish
2018-10-12,bullish
2018-10-11,bearish
2018-10-10,bullish
2018-10-09,bullish
2018-10-08,bearish
2018-10-07,bullish
2018-10-06,bearish
2018-10-05,bullish
2018-10-04,bullish
2018-10-03,bullish
2018-10-02,bullish
2018-10-01,bullish
2018-09-30,bullish
2018-09-29,bullish
2018-09-28,bullish
2018-09-27,bullish
2018-09-26,bullish
2018-09-25,bearish
2018-09-24,bullish
2018-09-23,bullish
2018-09-22,bullish
2018-09-21,bullish
2018-09-20,bearish
2018-09-19,bullish
2018-09-18,bullish
2018-09-17,bullish
2018-09-16,bullish
2018-09-15,bullish
2018-09-14,bullish
2018-09-13,bullish
2018-09-12,bullish
2018-09-11,bearish
2018-09-10,bullish
2018-09-09,bullish
2018-09-08,bullish
2018-09-07,bullish
2018-09-06,bearish
2018-09-05,bearish
2018-09-04,bullish
2018-09-03,bullish
2018-09-02,bearish
2018-09-01,bullish
2018-08-31,bullish
2018-08-30,bullish
2018-08-29,bullish
2018-08-28,bullish
2018-08-27,bullish
2018-08-26,bullish
2018-08-25,bullish
2018-08-24,bullish
2018-08-23,bearish
2018-08-22,bearish
2018-08-21,bearish
2018-08-20,bullish
2018-08-19,bullish
2018-08-18,bullish
2018-08-17,bullish
2018-08-16,bullish
2018-08-15,bullish
2018-08-14,bullish
2018-08-13,bullish
2018-08-12,bearish
2018-08-11,bullish
2018-08-10,bullish
2018-08-09,bearish
2018-08-08,bearish
2018-08-07,bullish
2018-08-06,bearish
2018-08-05,bullish
2018-08-04,bullish
2018-08-02,bullish
2018-08-01,bullish
2018-07-31,bullish
2018-07-30,bullish
2018-07-29,bearish
2018-07-28,bullish
2018-07-27,bearish
2018-07-26,bullish
2018-07-25,bullish
2018-07-24,bullish
2018-07-23,bullish
2018-07-22,bullish
2018-07-21,bullish
2018-07-20,bullish
2018-07-19,bullish
2018-07-18,bullish
2018-07-17,bullish
2018-07-16,bullish
2018-07-15,bullish
2018-07-14,bullish
2018-07-13,bullish
2018-07-12,bearish
2018-07-11,bullish
2018-07-10,bearish
2018-07-09,bullish
2018-07-08,bullish
2018-07-07,bullish
2018-07-06,bullish
2018-07-05,bullish
2018-07-04,bullish
2018-07-03,bullish
2018-07-02,bullish
2018-07-01,bullish
2018-06-30,bullish
2018-06-29,bearish
2018-06-28,bullish
2018-06-26,bullish
2018-06-25,bearish
2018-06-24,bullish
2018-06-23,bullish
2018-06-22,bearish
2018-06-21,bullish
2018-06-20,bearish
2018-06-19,bullish
2018-06-18,bullish
2018-06-17,bullish
2018-06-16,bullish
2018-06-15,bullish
2018-06-14,bullish
2018-06-13,bearish
2018-06-12,bearish
2018-06-11,bearish
2018-06-10,bearish
2018-06-09,bullish
2018-06-08,bullish
2018-06-07,bullish
2018-06-06,bullish
2018-06-05,bullish
2018-06-04,bearish
2018-06-03,bullish
2018-06-02,bullish
2018-06-01,bullish
2018-05-31,bullish
2018-05-30,bullish
2018-05-29,bullish
2018-05-28,bearish
2018-05-27,bullish
2018-05-26,bullish
2018-05-25,bearish
2018-05-24,bullish
2018-05-23,bearish
2018-05-22,bullish
2018-05-21,bullish
2018-05-20,bullish
2018-05-19,bullish
2018-05-18,bullish
2018-05-17,bullish
2018-05-16,bullish
2018-05-15,bullish
2018-05-14,bullish
2018-05-13,bullish
2018-05-12,bullish
2018-05-11,bearish
2018-05-10,bullish
2018-05-09,bullish
2018-05-08,bullish
2018-05-07,bearish
2018-05-06,bearish
2018-05-05,bullish
2018-05-04,bullish
2018-05-03,bullish
2018-05-02,bearish
2018-05-01,bearish
2018-04-30,bullish
2018-04-29,bullish
2018-04-28,bullish
2018-04-27,bullish
2018-04-26,bullish
2018-04-25,bearish
2018-04-24,bullish
2018-04-23,bullish
2018-04-22,bullish
2018-04-21,bullish
2018-04-20,bullish
2018-04-19,bullish
2018-04-18,bullish
2018-04-17,bullish
2018-04-16,bullish
2018-04-15,bearish
2018-04-14,bullish
2018-04-13,bullish
2018-04-12,bullish
2018-04-11,bullish
2018-04-10,bullish
2018-04-09,bearish
2018-04-08,bearish
2018-04-07,bearish
2018-04-06,bearish
2018-04-05,bearish
2018-04-04,bearish
2018-04-03,bullish
2018-04-02,bullish
2018-04-01,bullish
2018-03-31,bullish
2018-03-30,bullish
2018-03-29,bearish
2018-03-28,bullish
2018-03-27,bullish
2018-03-26,bearish
2018-03-25,bullish
2018-03-24,bullish
2018-03-23,bullish
2018-03-22,bullish
2018-03-21,bullish
2018-03-20,bullish
2018-03-19,bullish
2018-03-18,bearish
2018-03-17,bullish
2018-03-16,bearish
2018-03-15,bullish
2018-03-14,bearish
2018-03-13,bearish
2018-03-12,bearish
2018-03-11,bearish
2018-03-10,bullish
2018-03-09,bearish
2018-03-08,bearish
2018-03-07,bullish
2018-03-06,bullish
2018-03-05,bullish
2018-03-04,bullish
2018-03-03,bullish
2018-03-02,bullish
2018-03-01,bullish
2018-02-28,bullish
2018-02-27,bullish
2018-02-26,bullish
2018-02-25,bullish
2018-02-24,bullish
2018-02-23,bullish
2018-02-22,bearish
2018-02-21,bearish
2018-02-20,bullish
2018-02-19,bullish
2018-02-18,bullish
2018-02-17,bullish
2018-02-16,bullish
2018-02-15,bullish
2018-02-14,bullish
2018-02-13,bearish
2018-02-12,bullish
2018-02-11,bullish
2018-02-10,bullish
2018-02-09,bullish
2018-02-08,bullish
2018-02-04,bullish
2018-02-03,bullish
2018-02-02,bearish
2018-01-31,bearish
2018-01-30,bullish
2018-01-29,bullish
2018-01-28,bullish
2018-01-27,bullish
2018-01-26,bearish
2018-01-25,bullish
2018-01-24,bullish
2018-01-22,bearish
2018-01-21,bullish
2018-01-20,bullish
2018-01-19,bearish
2018-01-18,bullish
2018-01-16,bearish
2018-01-15,bullish
2018-01-14,bullish
2018-01-13,bullish
2018-01-12,bullish
2018-01-10,bearish
2018-01-09,bullish
2018-01-08,bearish
2018-01-07,bullish
2018-01-06,bullish
2018-01-05,bullish
2018-01-04,bullish
2018-01-03,bullish
2018-01-02,bullish
2018-01-01,bullish
